Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Alexandre Molinaro,Masahiro Iwasaki,W,Referee Decision,European Open,76KG,4F,2019
Alexandre Molinaro,Alberto Serrano,W,RNC,US National Pro,77KG,SF,2019
Alexandre Molinaro,Ricky Semiglia,W,Pts: 2x0,US National Pro,77KG,F,2019
Alexandre Molinaro,Luis Arboleda,W,Points,Miami W. Open,ABS,SF,2019
Alexandre Molinaro,Thiago Lemos,W,Points,Portland Open,76KG,SF,2019
Alexandre Molinaro,Adria Pérez,W,Points,Budapest Open,76KG,SF,2019
Alexandre Molinaro,Sebastian Brosche,W,Pts: 0x0,Budapest Open,76KG,F,2019
Alexandre Molinaro,Joseph Breslin,W,Choke from back,Poznan Open,76KG,F,2019
Alexandre Molinaro,Kevin Mahecha,W,Pts: 6x4,Pan American,76KG,8F,2019
Alexandre Molinaro,Gyalisson Adao,W,Pts: 0x0,World Champ.,76KG,R1,2019
Alexandre Molinaro,Kenji Sette,W,Points,German Nat.,94KG,F,2019
Alexandre Molinaro,Lukete Silva,W,Pts: 2x2,Grand Slam MSK,69KG,4F,2019
Alexandre Molinaro,Alexander Salisbury,W,Terra footlock,British National,100KG,F,2019
Alexandre Molinaro,Bruno Oliveira,W,RNC,Las Vegas Open,76KG,R1,2019
Alexandre Molinaro,Rene Arango,W,Pts: 5x2,Las Vegas Open,76KG,4F,2019
Alexandre Molinaro,Kevin Mahecha,W,Pts: 4x2,Las Vegas Open,76KG,SF,2019
Alexandre Molinaro,Tyson Antillom,W,N/A,Dallas SMO,76KG,SF,2019
Alexandre Molinaro,Nicholas Norman,W,Choke from back,Sal Lake Open,76KG,F,2019
Alexandre Molinaro,Marcus Phelan,W,Pts: 4x0,London FO,76KG,4F,2019
Alexandre Molinaro,Jonothan Maflin,W,Points,London FO,76KG,SF,2019
Alexandre Molinaro,David Garmo,W,Referee Decision,London FNGO,79KG,F,2019
Alexandre Molinaro,Vibhudatta Rout,W,Points,Rome Fall Open,76KG,4F,2019
Alexandre Molinaro,Ali Monfaradi,W,Points,Rome Fall Open,76KG,SF,2019
Alexandre Molinaro,Leon Larman,W,Points,Rome Fall Open,76KG,F,2019
Alexandre Molinaro,Tyler Scalisi,W,Terra footlock,New Orleans NGO,79KG,F,2020
Alexandre Molinaro,Piter Frank,W,Points,Portland Open,76KG,SF,2020
Alexandre Molinaro,Fernando Cabrera,W,Points,Houston WO,76KG,SF,2020
Alexandre Molinaro,Orlando Castillo,W,RNC,Austin NGO,ABS,SF,2020
Alexandre Molinaro,Kevin Melendez,W,Katagatame,Oklahoma Open,76KG,SF,2020
Alexandre Molinaro,Jose Torres,W,Pts: 2x0,Foley Open,100KG,SF,2020
Alexandre Molinaro,Kevin Paul,W,Pts: 6x0,Foley Open,100KG,F,2020
Alexandre Molinaro,Wellington Dias,W,Armbar,Houston Open,76KG,SF,2020
Alexandre Molinaro,Samir Chantre,W,Pts: 2x2,No Gi Pan Am.,73KG,4F,2020
Alexandre Molinaro,Joshua Bacallao,W,Referee Decision,No Gi Pan Am.,73KG,SF,2020
Alexandre Molinaro,Robert Dunn,W,Choke from back,American Nats,ABS,8F,2020
Alexandre Molinaro,Tyler Scalisi,W,Points,N.Orleans Open,76KG,4F,2021
Alexandre Molinaro,Brandon Wilkinson,W,Triangle,Memphis NGO,91KG,SF,2021
Alexandre Molinaro,Jurgens Jansen,W,Pts: 9x2,Memphis NGO,91KG,F,2021
Alexandre Molinaro,Daniel Diniz,W,Points,Boise Open,76KG,SF,2021
Alexandre Molinaro,Fernando Soares,W,Points,Boise Open,76KG,F,2021
Alexandre Molinaro,Haidar Abbas,W,Points,American Nats,76KG,4F,2021
Alexandre Molinaro,Italo Lins,W,Pts: 2x2,American Nats,76KG,SF,2021
Alexandre Molinaro,Daniel Diniz,W,Pts: 8x6,American Nats,76KG,F,2021
Alexandre Molinaro,Roger Kremer,W,Mounted X choke,Chicago Open,76KG,SF,2021
Alexandre Molinaro,Jonas Bruno,W,Pts: 6x2,Brasileiro,76KG,R1,2021
Alexandre Molinaro,Wellington Dias,W,Choke from back,Oklahoma Open,76KG,F,2022
Alexandre Molinaro,Edmund Kim,W,Pts: 2x0,Oklahoma NGO,79KG,SF,2022
Alexandre Molinaro,Austin Oranday,W,Inside heel hook,Oklahoma NGO,79KG,F,2022
Alexandre Molinaro,Victor Junqueira,W,RNC,Atlanta WO,76KG,4F,2022
Alexandre Molinaro,Avihai Balila,W,Pts: 8x4,European Open,76KG,R1,2022
Alexandre Molinaro,Italo Lins,W,Pts: 6x4,Dallas Open,76KG,4F,2022
Alexandre Molinaro,Matheus Galvao,W,RNC,Dallas Open,76KG,SF,2022
Alexandre Molinaro,Pedro Faustino,W,Pts: 2x0,Dallas NGO,79KG,4F,2022
Alexandre Molinaro,Alexander Seaver,W,N/A,Indianapolis Open,76KG,F,2022
Alexandre Molinaro,Rodrigo Gortari,W,Points,Indianapolis NGO,73KG,F,2022
Alexandre Molinaro,Thiago Andrade,W,Pts: 14x0,Rio Fall Open,76KG,8F,2022
Alexandre Molinaro,Luis Ribas,W,Choke from back,Rio Fall Open,76KG,4F,2022
Alexandre Molinaro,Cesar Predes,W,Pts: 4x2,American Nat.,82KG,4F,2022
Alexandre Molinaro,Shawn Hoehne,W,Pts: 2x0,American NGN,ABS,4F,2022
Alexandre Molinaro,Saul Viayra,W,Pts: 2x2,NoGi Pan,79KG,8F,2022
"Alexandre ""Xande"" Ribeiro",Roberto Correa,L,Points,Pan American,88KG,SF,2001
"Alexandre ""Xande"" Ribeiro",Jefferson Moura,L,Injury,World Champ.,94KG,4F,2002
"Alexandre ""Xande"" Ribeiro",Marcio Cruz,L,Pts: 2x0,World Champ.,ABS,SF,2002
"Alexandre ""Xande"" Ribeiro",A. Cacareco,L,Leg lock,ADCC,99KG,SF,2003
"Alexandre ""Xande"" Ribeiro",Roger Gracie,L,Pts: 3x0,ADCC,99KG,3PLC,2003
"Alexandre ""Xande"" Ribeiro",Marcio Cruz,L,Referee Decision,Best Fighters,ABS,SPF,2004
"Alexandre ""Xande"" Ribeiro",Fernando Margarida,L,Pts: 2x2,World Cup,ABS,4F,2004
"Alexandre ""Xande"" Ribeiro",Marcio Cruz,L,Pts: 2x0,Pan American,ABS,F,2005
"Alexandre ""Xande"" Ribeiro",Roger Gracie,L,RNC,ADCC,99KG,SF,2005
"Alexandre ""Xande"" Ribeiro",Roger Gracie,L,RNC,ADCC,ABS,SF,2005
"Alexandre ""Xande"" Ribeiro",Marcelo Garcia,L,RNC,ADCC,ABS,3PLC,2005
"Alexandre ""Xande"" Ribeiro",Roger Gracie,L,Pts: 12x2,World Champ.,100KG,F,2005
"Alexandre ""Xande"" Ribeiro",Braulio Estima,L,Pts: 5x4,World Champ.,ABS,R1,2005
"Alexandre ""Xande"" Ribeiro",Roger Gracie,L,Triangle,Pan American,ABS,F,2006
"Alexandre ""Xande"" Ribeiro",David Avellan,L,Referee Decision,ADCC,ABS,R1,2007
"Alexandre ""Xande"" Ribeiro",Romulo Barral,L,Pts: 0x0,World Champ.,ABS,SF,2007
"Alexandre ""Xande"" Ribeiro",Braulio Estima,L,Injury,ADCC,ABS,F,2009
"Alexandre ""Xande"" Ribeiro",Bernardo Faria,L,Pts: 2x0,World Champ.,94KG,F,2010
"Alexandre ""Xande"" Ribeiro",Romulo Barral,L,Pts: 0x0,World Champ.,ABS,SF,2010
"Alexandre ""Xande"" Ribeiro",Joao Assis,L,Points,GQ WBG,ABS,F,2010
"Alexandre ""Xande"" Ribeiro",Lucio Rodrigues,L,Points,World Pro.,O92KG,4F,2011
"Alexandre ""Xande"" Ribeiro",Joao Assis,L,RNC,ADCC,99KG,SF,2011
"Alexandre ""Xande"" Ribeiro",Pablo Popovitch,L,Referee Decision,ADCC,ABS,SF,2011
"Alexandre ""Xande"" Ribeiro",Andre Galvao,L,Pts: 2x0,World Pro.,ABS,SF,2012
"Alexandre ""Xande"" Ribeiro",Leo Nogueira,L,Pts: 4x0,World Champ.,ABS,4F,2012
"Alexandre ""Xande"" Ribeiro",Rodolfo Vieira,L,Pts: 2x2,World Champ.,94KG,F,2012
"Alexandre ""Xande"" Ribeiro",Leo Nogueira,L,Adv,Copa Podio,100KG,GP,2013
"Alexandre ""Xande"" Ribeiro",Rodolfo Vieira,L,Pts: 6x0,Copa Podio,100KG,GP,2013
"Alexandre ""Xande"" Ribeiro",Lucas Leite,L,Referee Decision,World Champ.,94KG,SF,2013
"Alexandre ""Xande"" Ribeiro",Rodolfo Vieira,L,Pts: 6x0,ADCC,99KG,SF,2015
"Alexandre ""Xande"" Ribeiro",Mahamed Aly,L,Pts: 2x0,IBJJF Pro GP,ABS,4F,2016
"Alexandre ""Xande"" Ribeiro",Felipe Pena,L,Pts: 4x2,Grand Slam TYO,94KG,F,2016
"Alexandre ""Xande"" Ribeiro",Felipe Pena,L,Pts: 2x0,Grand Slam RJ,94KG,F,2016
"Alexandre ""Xande"" Ribeiro",Nicholas Meregali,L,Adv,Manaus Nat. Pro,94KG,F,2017
"Alexandre ""Xande"" Ribeiro",G. Braguinha,L,Pts: 2x0,Argentina Pro,ABS,F,2017
"Alexandre ""Xande"" Ribeiro",Felipe Pena,L,Pts: 0x0,World Pro,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Andre Galvao,L,Pts: 0x0,IBJJF Pro GP,ABS,4F,2017
"Alexandre ""Xande"" Ribeiro",Gordon Ryan,L,Referee Decision,ADCC,88KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Marcus Almeida,L,Pts: 3x0,ADCC,ABS,4F,2017
"Alexandre ""Xande"" Ribeiro",Patrick Gaudio,L,Referee Decision,Grand Slam RJ,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Gustavo Batista,L,Pts: 2x0,San Diego Open,94KG,F,2018
"Alexandre ""Xande"" Ribeiro",Felipe Pena,L,Pts: 2x0,World Champ.,94KG,4F,2018
"Alexandre ""Xande"" Ribeiro",Harryson Pereira,L,Pts: 2x0,World Champ.,94KG,8F,2022
"Alexandre ""Xande"" Ribeiro",Eoghan OFlannagan,L,Pts: 3x0,ADCC,88KG,R1,2022
"Alexandre ""Xande"" Ribeiro",Marcio Corleta,W,Points,Pan American,ABS,R1,2001
"Alexandre ""Xande"" Ribeiro",Rodrigo Boni,W,Points,Pan American,ABS,4F,2001
"Alexandre ""Xande"" Ribeiro",Cassio Werneck,W,Points,Pan American,ABS,SF,2001
"Alexandre ""Xande"" Ribeiro",Fabio Leopoldo,W,Pts: 4x2,Pan American,ABS,F,2001
"Alexandre ""Xande"" Ribeiro",Roberto Ferreira,W,Choke,World Champ.,ABS,R1,2002
"Alexandre ""Xande"" Ribeiro",Adriano Maciel,W,Points,World Champ.,ABS,4F,2002
"Alexandre ""Xande"" Ribeiro",Pablo Popovitch,W,Triangle,Grapplers Quest,ABS,4F,2002
"Alexandre ""Xande"" Ribeiro",Todd Margolis,W,Points,Grapplers Quest,ABS,SF,2002
"Alexandre ""Xande"" Ribeiro",Jeff Monson,W,Armbar,Grapplers Quest,ABS,F,2002
"Alexandre ""Xande"" Ribeiro",Erik Paulson,W,Points,ADCC,99KG,R1,2003
"Alexandre ""Xande"" Ribeiro",Dean Lister,W,Pts: 8x0,ADCC,99KG,4F,2003
"Alexandre ""Xande"" Ribeiro",Lenio Montanha,W,Choke from back,Golden Cup,94KG,4F,2004
"Alexandre ""Xande"" Ribeiro",Eduardo Telles,W,Pts: 0x0,Golden Cup,94KG,SF,2004
"Alexandre ""Xande"" Ribeiro",Dennis Gomes,W,Omoplata,Golden Cup,94KG,F,2004
"Alexandre ""Xande"" Ribeiro",Marcelo Garcia,W,Pts: 6x0,Brasileiro,ABS,F,2004
"Alexandre ""Xande"" Ribeiro",Jefferson Moura,W,Pts: 3x0,Brasileiro,94KG,F,2004
"Alexandre ""Xande"" Ribeiro",Jefferson Moura,W,Pts: 2x0,World Champ.,94KG,F,2004
"Alexandre ""Xande"" Ribeiro",Rogerio Passos,W,Armbar,World Cup,100KG,4F,2004
"Alexandre ""Xande"" Ribeiro",Erik Wanderlei,W,Pts: 6x0,World Cup,100KG,F,2004
"Alexandre ""Xande"" Ribeiro",Elliott Marshall,W,Pts: 14x2,GQ Pro 16,ABS,4F,2005
"Alexandre ""Xande"" Ribeiro",Givanildo Santana,W,Bow and arrow,Budo Challenge,108KG,SF,2005
"Alexandre ""Xande"" Ribeiro",Robert Drysdale,W,Armbar,Budo Challenge,108KG,F,2005
"Alexandre ""Xande"" Ribeiro",Michael Groth,W,Armbar,ADCC,99KG,R1,2005
"Alexandre ""Xande"" Ribeiro",Jamal Peterson,W,Pts: 2x0,ADCC,99KG,4F,2005
"Alexandre ""Xande"" Ribeiro",John Einimo,W,Pts: 6x0,ADCC,99KG,3PLC,2005
"Alexandre ""Xande"" Ribeiro",Antoine Joude,W,Kneebar,ADCC,ABS,R1,2005
"Alexandre ""Xande"" Ribeiro",Gabriel Napao,W,RNC,ADCC,ABS,4F,2005
"Alexandre ""Xande"" Ribeiro",Eduardo Telles,W,Pts: 4x2,World Cup,100KG,4F,2005
"Alexandre ""Xande"" Ribeiro",Ricardo Abreu,W,Armbar,World Cup,100KG,SF,2005
"Alexandre ""Xande"" Ribeiro",Roberto Tozi,W,Pts: 2x2,World Cup,100KG,F,2005
"Alexandre ""Xande"" Ribeiro",Bruno Bastos,W,Choke from back,World Cup,O75KG,4F,2005
"Alexandre ""Xande"" Ribeiro",Fernando Margarida,W,Pts: 9x2,World Cup,O75KG,SF,2005
"Alexandre ""Xande"" Ribeiro",Ronaldo Souza,W,Pts: 2x0,World Cup,O75KG,F,2005
"Alexandre ""Xande"" Ribeiro",Roberto Abreu,W,Armbar,World Champ.,100KG,R1,2005
"Alexandre ""Xande"" Ribeiro",Ricardo Morais,W,Wristlock,World Champ.,100KG,4F,2005
"Alexandre ""Xande"" Ribeiro",Rodrigo Comprido,W,Armbar,World Champ.,100KG,SF,2005
"Alexandre ""Xande"" Ribeiro",Diego Balouta,W,Kimura,Pan American,100KG,SF,2006
"Alexandre ""Xande"" Ribeiro",Roger Gracie,W,Pts: 0x0,Pan American,100KG,F,2006
"Alexandre ""Xande"" Ribeiro",Jorge Vidal,W,Ezekiel,Pan American,ABS,R1,2006
"Alexandre ""Xande"" Ribeiro",Demian Maia,W,Pts: 0x0,Pan American,ABS,4F,2006
"Alexandre ""Xande"" Ribeiro",Braulio Estima,W,Points,Pan American,ABS,SF,2006
"Alexandre ""Xande"" Ribeiro",Fabio Romao,W,Triangle,World Champ.,94KG,R1,2006
"Alexandre ""Xande"" Ribeiro",Helvecio Penna,W,Triangle,World Champ.,94KG,4F,2006
"Alexandre ""Xande"" Ribeiro",Carlos Eduardo,W,Baseball choke,World Champ.,94KG,SF,2006
"Alexandre ""Xande"" Ribeiro",T. Gaia,W,Choke from back,World Champ.,94KG,F,2006
"Alexandre ""Xande"" Ribeiro",Tarsis Humphreys,W,Points,World Champ.,ABS,4F,2006
"Alexandre ""Xande"" Ribeiro",Roberto Abreu,W,Mounted X choke,World Champ.,ABS,SF,2006
"Alexandre ""Xande"" Ribeiro",Roger Gracie,W,Pts: 4x4,World Champ.,ABS,F,2006
"Alexandre ""Xande"" Ribeiro",Vladimir Matyushenko,D,---,LA Sub-X,ABS,SPF,2006
"Alexandre ""Xande"" Ribeiro",Yukissyu Ozawa,W,Submission,ADCC,99KG,R1,2007
"Alexandre ""Xande"" Ribeiro",Tim Carpenter,W,Kimura,ADCC,99KG,4F,2007
"Alexandre ""Xande"" Ribeiro",Robert Drysdale,W,Points,ADCC,99KG,SF,2007
"Alexandre ""Xande"" Ribeiro",Braulio Estima,W,Points,ADCC,99KG,F,2007
"Alexandre ""Xande"" Ribeiro",Roberto Godoi,W,Triangle,World Champ.,94KG,4F,2007
"Alexandre ""Xande"" Ribeiro",Flavio Almeida,W,Points,World Champ.,94KG,SF,2007
"Alexandre ""Xande"" Ribeiro",Roberto Alencar,W,Ezekiel,World Champ.,94KG,F,2007
"Alexandre ""Xande"" Ribeiro",Roberto Abreu,W,Ezekiel,World Champ.,ABS,R1,2007
"Alexandre ""Xande"" Ribeiro",Joao Cunha,W,Armbar,World Champ.,ABS,R2,2007
"Alexandre ""Xande"" Ribeiro",Andre Galvao,W,Pts: 2x0,World Champ.,ABS,4F,2007
"Alexandre ""Xande"" Ribeiro",David Avellan,W,Pts: 8x0,Super Challenge,ABS,R1,2007
"Alexandre ""Xande"" Ribeiro",Cristiano Lazzarini,W,Pts: 3x0,Super Challenge,ABS,4F,2007
"Alexandre ""Xande"" Ribeiro",Andre Galvao,W,Referee Decision,Super Challenge,ABS,SF,2007
"Alexandre ""Xande"" Ribeiro",Luiz Theodoro,W,Referee Decision,Super Challenge,ABS,F,2007
"Alexandre ""Xande"" Ribeiro",Hugo Carioni,W,Triangle,World Champ.,94KG,4F,2008
"Alexandre ""Xande"" Ribeiro",Tarsis Humphreys,W,Pts: 2x0,World Champ.,94KG,SF,2008
"Alexandre ""Xande"" Ribeiro",Alexandre Souza,W,Pts: 3x2,World Champ.,94KG,F,2008
"Alexandre ""Xande"" Ribeiro",Hugo Carioni,W,Armbar,World Champ.,ABS,R1,2008
"Alexandre ""Xande"" Ribeiro",Raul Castillo,W,Choke,World Champ.,ABS,R2,2008
"Alexandre ""Xande"" Ribeiro",Braga Neto,W,Ezekiel,World Champ.,ABS,4F,2008
"Alexandre ""Xande"" Ribeiro",Gabriel Vella,W,Points,World Champ.,ABS,SF,2008
"Alexandre ""Xande"" Ribeiro",Roger Gracie,W,Pts: 4x2,World Champ.,ABS,F,2008
"Alexandre ""Xande"" Ribeiro",Ilir Latifi,W,Points,ADCC,99KG,R1,2009
"Alexandre ""Xande"" Ribeiro",Radek Turek,W,RNC,ADCC,99KG,4F,2009
"Alexandre ""Xande"" Ribeiro",Vinny Magalhaes,W,Points,ADCC,99KG,SF,2009
"Alexandre ""Xande"" Ribeiro",Gerardi Rinaldi,W,Pts: 3x0,ADCC,99KG,F,2009
"Alexandre ""Xande"" Ribeiro",Ricco Rodriguez,W,Armbar,ADCC,ABS,R1,2009
"Alexandre ""Xande"" Ribeiro",Andre Galvao,W,Points,ADCC,ABS,4F,2009
"Alexandre ""Xande"" Ribeiro",Gunnar Nelson,W,Kneebar,ADCC,ABS,SF,2009
"Alexandre ""Xande"" Ribeiro",Leonardo Neves,W,N/A,World Champ.,94KG,R2,2010
"Alexandre ""Xande"" Ribeiro",Dan Simmler,W,Ezekiel,World Champ.,94KG,4F,2010
"Alexandre ""Xande"" Ribeiro",Alexandre Souza,W,Triangle,World Champ.,94KG,SF,2010
"Alexandre ""Xande"" Ribeiro",Leo Nogueira,W,Adv,World Champ.,ABS,4F,2010
"Alexandre ""Xande"" Ribeiro",Chris Moriarity,W,Guillotine,GQ WBG,ABS,4F,2010
"Alexandre ""Xande"" Ribeiro",Amir Allam,W,Pts: 9x0,GQ WBG,ABS,SF,2010
"Alexandre ""Xande"" Ribeiro",Unknown,W,N/A,World P. NoGi,O92KG,N/A,2011
"Alexandre ""Xande"" Ribeiro",Jose Junior,W,Pts: 5x2,World P. NoGi,O92KG,F,2011
"Alexandre ""Xande"" Ribeiro",Kari Petola,W,Pts: 5x0,ADCC,99KG,R1,2011
"Alexandre ""Xande"" Ribeiro",Lucio Lagarto,W,RNC,ADCC,99KG,4F,2011
"Alexandre ""Xande"" Ribeiro",Antonio Peinado,W,Pts: 4x0,ADCC,99KG,3PLC,2011
"Alexandre ""Xande"" Ribeiro",Jeff Monson,W,DQ,ADCC,ABS,R1,2011
"Alexandre ""Xande"" Ribeiro",Gunnar Nelson,W,Pts: 2x0,ADCC,ABS,4F,2011
"Alexandre ""Xande"" Ribeiro",Murilo Santana,W,Pts: 2x0,ADCC,ABS,3PLC,2011
"Alexandre ""Xande"" Ribeiro",Romulo Barral,W,Pts: 2x0,SD World Trials,92KG,F,2012
"Alexandre ""Xande"" Ribeiro",Ryan Sosa,W,Armbar,SD World Trials,ABS,4F,2012
"Alexandre ""Xande"" Ribeiro",Mike Fowler,W,Cross choke,SD World Trials,ABS,SF,2012
"Alexandre ""Xande"" Ribeiro",Andre Galvao,W,Pts: 4x4,SD World Trials,ABS,F,2012
"Alexandre ""Xande"" Ribeiro",Antonio Carlos,W,Armbar,World Pro.,99KG,SF,2012
"Alexandre ""Xande"" Ribeiro",Bernardo Faria,W,Pts: 2x0,World Pro.,99KG,F,2012
"Alexandre ""Xande"" Ribeiro",Ryan Beaugeard,W,Pts: 0x0,World Champ.,ABS,R2,2012
"Alexandre ""Xande"" Ribeiro",Adriano Ignacio,W,Armbar,World Champ.,ABS,R2,2012
"Alexandre ""Xande"" Ribeiro",Eduardo Silva,W,Choke from Back,World Champ.,94KG,R2,2012
"Alexandre ""Xande"" Ribeiro",Yuri Simoes,W,Pts: 3x0,World Champ.,94KG,4F,2012
"Alexandre ""Xande"" Ribeiro",Roberto Alencar,W,Flying Armbar,World Champ.,94KG,SF,2012
"Alexandre ""Xande"" Ribeiro",Dean Lister,D,---,Metamoris,ABS,SPF,2012
"Alexandre ""Xande"" Ribeiro",Alberto Vilanova,W,Armbar,NoGi Worlds,100KG,4F,2012
"Alexandre ""Xande"" Ribeiro",Tarcisio Jardim,W,Pts: 2x0,NoGi Worlds,100KG,SF,2012
"Alexandre ""Xande"" Ribeiro",Joao Assis,W,Referee Decision,NoGi Worlds,100KG,F,2012
"Alexandre ""Xande"" Ribeiro",Vitor Oliveira,W,Pts: 4x0,NoGi Worlds,ABS,R1,2012
"Alexandre ""Xande"" Ribeiro",Kleber Buiu,W,Pts: 9x0,NoGi Worlds,ABS,4F,2012
"Alexandre ""Xande"" Ribeiro",Bernardo Faria,W,Pts: 3x0,NoGi Worlds,ABS,SF,2012
"Alexandre ""Xande"" Ribeiro",Leandro Lo,W,Pts: 0x0,NoGi Worlds,ABS,F,2012
"Alexandre ""Xande"" Ribeiro",K. Cornelius,W,Pts: 4x2,Copa Podio,100KG,GP,2013
"Alexandre ""Xande"" Ribeiro",Alexandre Ceconi,W,Armbar,Copa Podio,100KG,GP,2013
"Alexandre ""Xande"" Ribeiro",Max Freitas,W,Mounted X choke,World Champ.,94KG,4F,2013
"Alexandre ""Xande"" Ribeiro",Braulio Estima,W,Points,Copa Podio,ABS,SPF,2013
"Alexandre ""Xande"" Ribeiro",Alan Regis,W,Cross choke,Brasileiro,ABS,4F,2014
"Alexandre ""Xande"" Ribeiro",Renato Cardoso,W,Pts: 2x0,Brasileiro,ABS,SF,2014
"Alexandre ""Xande"" Ribeiro",RIcardo Ramos,W,Pts: 9x0,Brasileiro,94KG,4F,2014
"Alexandre ""Xande"" Ribeiro",Keenan Cornelius,D,---,Metamoris 6,ABS,SPF,2015
"Alexandre ""Xande"" Ribeiro",Arnaldo Maidana,W,Choke,World Champ.,94KG,8F,2015
"Alexandre ""Xande"" Ribeiro",Dimitrius Souza,W,Pts: 2x0,World Champ.,94KG,4F,2015
"Alexandre ""Xande"" Ribeiro",Jackson Sousa,W,Pts: 6x0,World Champ.,94KG,SF,2015
"Alexandre ""Xande"" Ribeiro",Lucas Leite,W,Pts: 4x2,World Champ.,94KG,F,2015
"Alexandre ""Xande"" Ribeiro",Marcio Cruz,W,Referee Decision,UFC Expo,ABS,SPF,2015
"Alexandre ""Xande"" Ribeiro",AJ Sousa,W,Choke,BJJL Challenge,ABS,SPF,2015
"Alexandre ""Xande"" Ribeiro",Yukiyasu Ozawa,W,Omoplata,ADCC,99KG,R1,2015
"Alexandre ""Xande"" Ribeiro",Hector Lombard,W,Referee Decision,ADCC,99KG,4F,2015
"Alexandre ""Xande"" Ribeiro",Karim Khalifa,W,Kimura,Grand Slam LA,94KG,4F,2016
"Alexandre ""Xande"" Ribeiro",Erberth Santos,W,Referee Decision,Grand Slam LA,94KG,SF,2016
"Alexandre ""Xande"" Ribeiro",Arnaldo Maidana,W,Pts: 8x0,Grand Slam LA,94KG,F,2016
"Alexandre ""Xande"" Ribeiro",Alexandre Ogawa,W,Choke from back,Grand Slam TYO,94KG,4F,2016
"Alexandre ""Xande"" Ribeiro",Bruno Kikuchi,W,Triangle,Grand Slam TYO,94KG,SF,2016
"Alexandre ""Xande"" Ribeiro",Max Gimenis,W,Choke from back,Grand Slam RJ,94KG,R1,2016
"Alexandre ""Xande"" Ribeiro",Marcus Santos,W,Kimura,Grand Slam RJ,94KG,4F,2016
"Alexandre ""Xande"" Ribeiro",Romulo Barral,W,Pts: 0x0,Grand Slam RJ,94KG,SF,2016
"Alexandre ""Xande"" Ribeiro",Thiago Pessoa,W,Kimura,Grand Slam AD,94KG,4F,2017
"Alexandre ""Xande"" Ribeiro",Basel Fanos,W,Submission,Grand Slam AD,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Adam Wardzinski,W,Pts: 0x0,Grand Slam AD,94KG,F,2017
"Alexandre ""Xande"" Ribeiro",Socrates D.,W,Bread slicer,UAEJJF Orlando,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Jorge Rodrigues,W,Mounted X choke,UAEJJF Orlando,94KG,F,2017
"Alexandre ""Xande"" Ribeiro",M. Neto,W,Submission,Manaus Nat. Pro,94KG,R1,2017
"Alexandre ""Xande"" Ribeiro",Victor Neves,W,Submission,Manaus Nat. Pro,94KG,4F,2017
"Alexandre ""Xande"" Ribeiro",Maciel Trindade,W,Submission,Manaus Nat. Pro,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Jose Henrique,W,Submission,Argentina Pro,94KG,4F,2017
"Alexandre ""Xande"" Ribeiro",Emiliano Simone,W,Submission,Argentina Pro,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Giovanne Della,W,Submission,Argentina Pro,94KG,F,2017
"Alexandre ""Xande"" Ribeiro",Emiliani Simeone,W,Submission,Argentina Pro,ABS,R1,2017
"Alexandre ""Xande"" Ribeiro",Rodrigo Limera,W,Referee Decision,Argentina Pro,ABS,4F,2017
"Alexandre ""Xande"" Ribeiro",Gabriel Arges,W,Referee Decision,Argentina Pro,ABS,SF,2017
"Alexandre ""Xande"" Ribeiro",Jackson Sousa,W,Choke,Grand Slam LDN,94KG,SF,2017
"Alexandre ""Xande"" Ribeiro",Adam Wardzinski,W,Choke from back,Grand Slam LDN,94KG,F,2017
"Alexandre ""Xande"" Ribeiro",Basel Fanous,W,Bow and arrow,World Pro,94KG,4F,2017
"Alexandre ""Xande"" Ribeiro",Diego Herzog,W,Bread cutter,World Pro,94KG,RPC,2017
"Alexandre ""Xande"" Ribeiro",Roberto Abreu,D,---,Copa Podio,ABS,SPF,2017
"Alexandre ""Xande"" Ribeiro",John Salter,W,Armbar,ADCC,88KG,E1,2017
"Alexandre ""Xande"" Ribeiro",Rustam Chsiev,W,Armbar,ADCC,88KG,4F,2017
"Alexandre ""Xande"" Ribeiro",Craig Jones,W,Pts: 2x0,ADCC,88KG,3RD,2017
"Alexandre ""Xande"" Ribeiro",T. Pyylampi,W,Armbar,ADCC,ABS,E1,2017
"Alexandre ""Xande"" Ribeiro",Andre Santos,W,Armbar,Grand Slam RJ,94KG,R1,2017
"Alexandre ""Xande"" Ribeiro",Marcos Ruiz,W,Armbar,Grand Slam RJ,94KG,4F,2017
"Alexandre ""Xande"" Ribeiro",Adam Wardzinski,W,Pts: 2x0,Grand Slam RJ,94KG,RPC,2017
"Alexandre ""Xande"" Ribeiro",Dimitrius Souza,W,Pts: 2x0,Grand Slam RJ,94KG,3RD,2017
"Alexandre ""Xande"" Ribeiro",Rafael Vasconcelos,W,Points,San Diego Open,94KG,SF,2018
"Alexandre ""Xande"" Ribeiro",W. Peroto,W,Choke from back,World Champ.,94KG,8F,2018
